Level,Content,ExceptionMessage,ExceptionStackTrace,MachineName,Source,ThreadId,Type,Logger,IP,Application,SubApplication,Alias,BelongToType,BelongToUID,BelongToRemark,ObjectBefore,ObjectAfter
TRACE,Tracing#ff6b6bdb-6a62-4c2b-ab29-3244299fb00e begin trace,$,,,,6,SaveOutboundAssignedItem,willyc,,WMS-Web-API-Tracing,4eae1745-28d2-48f3-851f-af1d6de58b1d,,980,ff6b6bdb-6a62-4c2b-ab29-3244299fb00e,1,"{""VesselUID"":""4eae1745-28d2-48f3-851f-af1d6de58b1d"",""LoadingZoneSlotUID"":null,""PalletBarcode"":null,""ServiceType"":2,""Items"":[{""WarehouseName"":""139GY TC"",""AreaName"":""ZZ"",""BinName"":""ZZ"",""SlotName"":""ZZ"",""SlotId"":""ZZ"",""UID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""PayloadUID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""ID"":""Payload--250507151722934"",""Name"":null,""Type"":1,""PodUID"":""c6360547-a016-4518-9b56-304abf56ae66"",""SlotUID"":""7bf69bcc-fb95-4de9-907e-8ff8dc1271f3"",""VesselUID"":""99289673-72e3-442f-92b6-a65620d216ed"",""ItemUID"":""ffc4b68d-1ebe-455d-8ae0-4fa0ebeea1c4"",""Quantity"":10,""OriginalPackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""OriginalPayloadUID"":null,""OriginalPackageName"":""EACH"",""PackageQty"":10,""AllocatedQty"":10,""PackageName"":""EACH"",""PackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""VesselManifestUID"":""8cf9d745-91af-49d4-956c-7960efa71f53"",""ItemID"":""SDG-010"",""VolumeLimit"":0.6074,""WeightLimit"":0.6074,""Status"":500,""Description"":null,""VesselRefNo"":""Test-Vessel-0417"",""BolRefNo"":""test0417"",""PodName"":null,""CreatedBy"":null,""CreatedOn"":""0001-01-01T00:00:00"",""ModifiedBy"":null,""ModifiedOn"":""0001-01-01T00:00:00"",""Sequence"":0,""PackageSerialNumber"":0,""Labels"":null}]}",
TRACE,Tracing#ff6b6bdb-6a62-4c2b-ab29-3244299fb00e execute time:33947 ms end trace,$,,,,7,SaveOutboundAssignedItem,willyc,,WMS-Web-API-Tracing,4eae1745-28d2-48f3-851f-af1d6de58b1d,,980,ff6b6bdb-6a62-4c2b-ab29-3244299fb00e,2,"{""Success"":true,""Message"":null,""InnerException"":null,""Content"":""b27ffe1e-ca8d-46af-bb1a-a684153b60da"",""TypeCode"":null}",
TRACE,Tracing#aea6ba70-b4ea-46a4-b614-fdeaaa5b8ba2 begin trace,$,,,,6,SaveOutboundAssignedItem,willyc,,WMS-Web-API-Tracing,4eae1745-28d2-48f3-851f-af1d6de58b1d,,980,aea6ba70-b4ea-46a4-b614-fdeaaa5b8ba2,1,"{""VesselUID"":""4eae1745-28d2-48f3-851f-af1d6de58b1d"",""LoadingZoneSlotUID"":null,""PalletBarcode"":null,""ServiceType"":2,""Items"":[{""WarehouseName"":""139GY TC"",""AreaName"":""ZZ"",""BinName"":""ZZ"",""SlotName"":""ZZ"",""SlotId"":""ZZ"",""UID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""PayloadUID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""ID"":""Payload--250507151722934"",""Name"":null,""Type"":1,""PodUID"":""c6360547-a016-4518-9b56-304abf56ae66"",""SlotUID"":""7bf69bcc-fb95-4de9-907e-8ff8dc1271f3"",""VesselUID"":""99289673-72e3-442f-92b6-a65620d216ed"",""ItemUID"":""ffc4b68d-1ebe-455d-8ae0-4fa0ebeea1c4"",""Quantity"":10,""OriginalPackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""OriginalPayloadUID"":null,""OriginalPackageName"":""EACH"",""PackageQty"":10,""AllocatedQty"":10,""PackageName"":""EACH"",""PackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""VesselManifestUID"":""8cf9d745-91af-49d4-956c-7960efa71f53"",""ItemID"":""SDG-010"",""VolumeLimit"":0.6074,""WeightLimit"":0.6074,""Status"":500,""Description"":null,""VesselRefNo"":""Test-Vessel-0417"",""BolRefNo"":""test0417"",""PodName"":null,""CreatedBy"":null,""CreatedOn"":""0001-01-01T00:00:00"",""ModifiedBy"":null,""ModifiedOn"":""0001-01-01T00:00:00"",""Sequence"":0,""PackageSerialNumber"":0,""Labels"":null}]}",
TRACE,Tracing#3a9a9b16-e195-461e-b0d1-67f9efdc6d26 begin trace,$,,,,5,SaveOutboundAssignedItem,willyc,,WMS-Web-API-Tracing,4eae1745-28d2-48f3-851f-af1d6de58b1d,,980,3a9a9b16-e195-461e-b0d1-67f9efdc6d26,1,"{""VesselUID"":""4eae1745-28d2-48f3-851f-af1d6de58b1d"",""LoadingZoneSlotUID"":null,""PalletBarcode"":null,""ServiceType"":2,""Items"":[{""WarehouseName"":""139GY TC"",""AreaName"":""ZZ"",""BinName"":""ZZ"",""SlotName"":""ZZ"",""SlotId"":""ZZ"",""UID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""PayloadUID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""ID"":""Payload--250507151722934"",""Name"":null,""Type"":1,""PodUID"":""c6360547-a016-4518-9b56-304abf56ae66"",""SlotUID"":""7bf69bcc-fb95-4de9-907e-8ff8dc1271f3"",""VesselUID"":""99289673-72e3-442f-92b6-a65620d216ed"",""ItemUID"":""ffc4b68d-1ebe-455d-8ae0-4fa0ebeea1c4"",""Quantity"":10,""OriginalPackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""OriginalPayloadUID"":null,""OriginalPackageName"":""EACH"",""PackageQty"":10,""AllocatedQty"":10,""PackageName"":""EACH"",""PackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""VesselManifestUID"":""8cf9d745-91af-49d4-956c-7960efa71f53"",""ItemID"":""SDG-010"",""VolumeLimit"":0.6074,""WeightLimit"":0.6074,""Status"":500,""Description"":null,""VesselRefNo"":""Test-Vessel-0417"",""BolRefNo"":""test0417"",""PodName"":null,""CreatedBy"":null,""CreatedOn"":""0001-01-01T00:00:00"",""ModifiedBy"":null,""ModifiedOn"":""0001-01-01T00:00:00"",""Sequence"":0,""PackageSerialNumber"":0,""Labels"":null}]}",
TRACE,Tracing#2b6d7b0e-ec8b-4e0e-82d3-3c04fbb2ade1 begin trace,$,,,,5,SaveOutboundAssignedItem,willyc,,WMS-Web-API-Tracing,4eae1745-28d2-48f3-851f-af1d6de58b1d,,980,2b6d7b0e-ec8b-4e0e-82d3-3c04fbb2ade1,1,"{""VesselUID"":""4eae1745-28d2-48f3-851f-af1d6de58b1d"",""LoadingZoneSlotUID"":null,""PalletBarcode"":null,""ServiceType"":2,""Items"":[{""WarehouseName"":""139GY TC"",""AreaName"":""ZZ"",""BinName"":""ZZ"",""SlotName"":""ZZ"",""SlotId"":""ZZ"",""UID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""PayloadUID"":""00e8410a-2659-4c95-8219-d2b046aff9ff"",""ID"":""Payload--250507151722934"",""Name"":null,""Type"":1,""PodUID"":""c6360547-a016-4518-9b56-304abf56ae66"",""SlotUID"":""7bf69bcc-fb95-4de9-907e-8ff8dc1271f3"",""VesselUID"":""99289673-72e3-442f-92b6-a65620d216ed"",""ItemUID"":""ffc4b68d-1ebe-455d-8ae0-4fa0ebeea1c4"",""Quantity"":10,""OriginalPackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""OriginalPayloadUID"":null,""OriginalPackageName"":""EACH"",""PackageQty"":10,""AllocatedQty"":10,""PackageName"":""EACH"",""PackageUID"":""b35fb6d6-ba23-4649-8a7b-907f5f90b8bb"",""VesselManifestUID"":""8cf9d745-91af-49d4-956c-7960efa71f53"",""ItemID"":""SDG-010"",""VolumeLimit"":0.6074,""WeightLimit"":0.6074,""Status"":500,""Description"":null,""VesselRefNo"":""Test-Vessel-0417"",""BolRefNo"":""test0417"",""PodName"":null,""CreatedBy"":null,""CreatedOn"":""0001-01-01T00:00:00"",""ModifiedBy"":null,""ModifiedOn"":""0001-01-01T00:00:00"",""Sequence"":0,""PackageSerialNumber"":0,""Labels"":null}]}",
TRACE,Tracing#ec9f238b-7d8b-43f6-af03-3f6eb88456af begin trace,$,,,,6,deAllocated,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,ec9f238b-7d8b-43f6-af03-3f6eb88456af,1,"{""BolUID"":""f69cd56f-937b-4894-b2e7-9adc652acdac"",""RefNo"":""9732683"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""BolNo"":null}",
TRACE,Tracing#ec9f238b-7d8b-43f6-af03-3f6eb88456af execute time:28966 ms end trace,$,,,,6,deAllocated,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,ec9f238b-7d8b-43f6-af03-3f6eb88456af,2,"{""Success"":false,""Message"":null,""InnerException"":null,""Content"":{""IsComplete"":false,""Message"":"" \n  not find allocated payload info data. \n  ,""},""TypeCode"":null}",
TRACE,Tracing#eefe6e17-8d17-42a4-b3ca-6b5d7324b9e0 begin trace,$,,,,6,deAllocated,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,eefe6e17-8d17-42a4-b3ca-6b5d7324b9e0,1,"{""BolUID"":""2a637a33-1e85-4484-bd3b-a0545a4a9769"",""RefNo"":""9732683"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""BolNo"":null}",
TRACE,Tracing#eefe6e17-8d17-42a4-b3ca-6b5d7324b9e0 execute time:116869 ms end trace,$,,,,6,deAllocated,21DGTX15603-InternalService,,WMS-Web-API-Tracing,,,980,eefe6e17-8d17-42a4-b3ca-6b5d7324b9e0,2,"{""Success"":false,""Message"":null,""InnerException"":null,""Content"":{""IsComplete"":false,""Message"":"" \n  not find allocated payload info data. \n  ,""},""TypeCode"":null}",
TRACE,Tracing#a1f73f15-ee4d-4c71-b191-1b01ea459323 begin trace,$,,,,6,DeleteManifest,willyc,,WMS-Web-API-Tracing,,,980,a1f73f15-ee4d-4c71-b191-1b01ea459323,1,"{""RefNo"":""9732683"",""CustomerUID"":""632689e6-c643-43ee-ae85-7384e20e587a"",""WarehouseUID"":""56a433fd-3a9e-47b5-b1e0-13562bcb2ccf"",""RequestBy"":null,""IgnoreCheckManifest"":true,""ForceDelete"":true}",
